ID,NAME,SCL_LVL,SCL_TP,BRD_NAME,SCL_TP_DSC,ADD_FULL,POSTAL_CD,MUN,LATITUDE,LONGITUDE
1109,Bright Start Academy,,PR,,Private,318 4630 Dufferin Street,M3H 5S4,North York,43.63990848,-79.42794418
1110,Brooklyn College,,PR,,Private,150 Lesmill Road,M3B 2T5,North York,43.75940788,-79.35865026
1111,Crown Academic International School,,PR,,Private,4789 Yonge Street,M2N 0G3,North York,43.76134607,-79.41016374
1112,Darul Arqam Islamic Academy,,PR,,Private,585 Trethewey Drive,M6M 4B8,North York,43.69623351,-79.49249752
1113,Darwin International Academy,,PR,,Private,3790 Victoria Park Avenue,M2H 3H7,North York,43.8108487,-79.34006199
1114,ELPIS COLLEGE TORONTO,,PR,,Private,18 Greenfield Avenue,M2N 3C8,North York,43.7636136,-79.41077621
1115,Futureskills Chatham,,PR,,Private,5635 Yonge Street,M2M 3S9,North York,43.78045689,-79.41544129
1116,GENEius Science School,,PR,,Private,640 Lawrence Avenue West,M6A 1B1,North York,43.71781754,-79.43985857
1117,Heritage School of the Arts,,PR,,Private,1 Garnier Court,M2M 4C7,North York,43.79923788,-79.39432569
1118,King's Academy,,PR,,Private,77 Finch Avenue West,M2N 2H5,North York,43.77807833,-79.42211986
1119,Little Owl Preschool Elementary,,PR,,Private,99A Sheppard Avenue W,M2N 1M4,North York,43.76014842,-79.41598933
1120,Lolart School,,PR,,Private,87 Sheppard Avenue West,M2N 1M4,North York,43.76033134,-79.41535734
1121,McCanny Secondary School,,PR,,Private,1051 McNicoll Avenue,M1W 3W6,North York,43.80378123,-79.3334213
1122,Nobel Academy,,PR,,Private,5635 Yonge Street,M2M 3S9,North York,43.78045689,-79.41544129
1123,Queen's Academic School,,PR,,Private,201 Consumers Road,M2J 4G8,North York,43.77210998,-79.3322521
1124,Signet Christian Private School,,PR,,Private,675 Sheppard Ave East,M2K 1B6,North York,43.76816252,-79.37877496
1125,The Ambassadors of God Academy,,PR,,Private,807 Arrow Road,M9M 2L4,North York,43.74919129,-79.53201373
1126,Toronto French Montessori School,,PR,,Private,53 Cummer Ave,M2M 2E5,North York,43.78715275,-79.41497101
1127,Toronto Nobel Academy,,PR,,Private,6305 Yonge Street,M2M 3X7,North York,43.79571442,-79.41915136
1128,Toronto Private School of Giftedness,,PR,,Private,201 Consumers Road,M2J 4G8,North York,43.77210998,-79.3322521
1129,Toronto Private School of Giftedness,,PR,,Private,4002 Sheppard Avenue East,M1S 4R5,North York,43.78369928,-79.28790883
1130,UMC High School,,PR,,Private,288 Cummer Avenue,M2M 2E7,North York,43.79032133,-79.4033615
1131,Willowdale High School,,PR,,Private,172 Drewry Avenue,M3M 1E4,North York,43.78563974,-79.42591116
1132,Wisdom Academy,,PR,,Private,480 Lawrence Avenue West,M5M 1C4,North York,43.71974002,-79.42882012
1133,Abubakr Education Academy,,PR,,Private,2665 Lawrence Ave East,M1P 2S2,Scarborough,43.75146206,-79.2621665
1134,Academy of New Echo Education,,PR,,Private,1041 McNicoll Avenue,M1W 3W6,Scarborough,43.8041601,-79.33447712
1135,Agincourt International Academy,,PR,,Private,1001 Sandhurst Cir,M1V 1Z6,Scarborough,43.80926626,-79.26368032
1136,Al Haadi (9828770 Canada Institute),,PR,,Private,690 Progress Avenue,M1H 3A6,Scarborough,43.7779502,-79.24840631
1137,Al-Qasim Academy,,PR,,Private,3482 Lawrence Ave East,M1H 3E5,Scarborough,43.76012917,-79.22709804
1138,Alathena International Academy,,PR,,Private,1065 MCNICOLL AVE,M1W 3W6,SCARBOROUGH,43.80368993,-79.33266482
1139,Alathena International Academy - Brimley,,PR,,Private,4386 Sheppard Avenue East,M1S 1T8,Scarborough,43.78747779,-79.27065484
1140,Alive Christian Academy International,,PR,,Private,720 Progress Ave,M1H 2X3,Scarborough,43.77919271,-79.24650022
1141,Blue Gene Education,,PR,,Private,11A Glen Watford Drive,M1S 2B8,Scarborough,43.7866781,-79.27562105
1142,Ellington Montessori School,,PR,,Private,40 Cowdray Court,M1S 1A1,Scarborough,43.78027903,-79.28435676
1143,Excel High School,,PR,,Private,55 NUGGET AVE,M1S 3L1,SCARBOROUGH,43.79214712,-79.25781124
1144,Higher Marks Educational Institute,,PR,,Private,87 Thornmount Drive,M1B 5S5,Scarborough,43.80567311,-79.19527345
1145,Khairul Ummah School,,PR,,Private,25 Civic Road,M1L 2K6,Scarborough,43.72711619,-79.28411415
1146,Lowell Academy,,PR,,Private,3601 Victoria Park Avenue,M1W 3Y3,Scarborough,43.8036573,-79.33568871
1147,Madina Academy,,PR,,Private,2680 Lawrence Avenue East,M1P 4Y4,Scarborough,43.75248055,-79.26219
1148,Madinatul Uloom Academy Inc,,PR,,Private,710 Progress Ave,M1H 2X3,Scarborough,43.77866218,-79.24747777
1149,Malvern Montessori School,,PR,,Private,10 Sewells Rd,M1B 3G5,Scarborough,43.80725157,-79.21779261
1150,Mariyah Islamic School,,PR,,Private,3667 Lawrence Ave,M1G 1P7,Scarborough,43.760335,-79.222831
1151,Ontario Institute of Technology UP Acade,,PR,,Private,4620 Finch Avenue,M1S 4G2,Scarborough,43.806473,-79.276024
1152,Ontario International College,,PR,,Private,4620 Finch Ave East,M1S 4G2,Scarborough,43.80647081,-79.27602147
1153,Rouge Valley Education Center,,PR,,Private,3351 Ellesmere Road,M1C 1G9,Scarborough,43.78745847,-79.18404309
1154,Talenta Academy,,PR,,Private,2020 Ellesmere Road,M1H 2Z8,Scarborough,43.77655108,-79.23613575
1155,Tayyibah Islamic Academy Inc.,,PR,,Private,100 McLevin Avenue,M1B 2V5,Scarborough,43.80156256,-79.23657828
1156,The Talent Academy,,PR,,Private,8130 Sheppard Avenue East,M1B 3W3,Scarborough,43.80258672,-79.19847887
1157,The Wisdom House of Education,,PR,,Private,525 Markham Road,M1H 3H7,Scarborough,43.75597112,-79.22377657
1158,Um Al-Qura Islamic School,,PR,,Private,1510 Birchmount Rd,M1P 2G6,Scarborough,43.75811247,-79.29092708
1159,Unique Chinese School - 1,,PR,,Private,4271 Sheppard Avenue East,M1S 4G4,Scarborough,43.78553795,-79.2756602
1160,Unique Chinese School - 2,,PR,,Private,3143 Sheppard Avenue East,M1T 3J7,Scarborough,43.77650499,-79.31601267
1161,VIP Academy,,PR,,Private,3700 MIDLAND AVE,M1V 4V3,SCARBOROUGH,43.81498931,-79.29332114
1162,Wali ul Asr School -GTA East Campus,,PR,,Private,425 McCowan Road,M1J 1J1,Scarborough,43.7436382,-79.23933827
1163,A R S Armenian Private School,,PR,,Private,50 Hallcrown Place,M2J 1P6,Toronto,43.77006166,-79.32315937
1164,A+ Academy of Advancement,,PR,,Private,2425 Eglinton Ave East Ave,M1K 5G8,Toronto,43.73209055,-79.26710714
1165,ACE Acumen High School,,PR,,Private,1440 Don Mills Road,M3B 3M1,Toronto,43.75074066,-79.34751174
1166,AIM Academy,,PR,,Private,56 Boustead Avenue,M6R 1Y9,Toronto,43.65331745,-79.45447278
1167,AVRO Academy,,PR,,Private,1640 Avenue Road,M5M 3X9,Toronto,43.72602942,-79.41742849
1168,AYJ Global Academy,,PR,,Private,4 Lansing Square,M2J 4P8,Toronto,43.77409117,-79.32521964
1169,"Abelard Centre for Education, The",,PR,,Private,557 Church Street,M4Y 2E2,Toronto,43.66722285,-79.38125154
1170,Abu Huraira Center Academy,,PR,,Private,270 Yorkland Boulevard,M2J 5C9,Toronto,43.77283329,-79.3345389
1171,Acacia International High School,,PR,,Private,5414 Dundas Street West,M9B 1B5,Toronto,43.652181,-79.406603
1172,Academy of Excellence,,PR,,Private,128 Willowdale Ave,M2N 4Y2,Toronto,43.76519488,-79.4005088
1173,Al-Hidayah Academy Inc,,PR,,Private,65 Rexdale Blvd,M9W 1P1,Toronto,43.7127007,-79.56000661
1174,Alborz Education Centre,,PR,,Private,20 Tangreen Crt.,M2M 3Y9,Toronto,43.79550519,-79.42619692
1175,Amberson College,,PR,,Private,3470 Pharmacy Avenue,M1W 2S7,Toronto,43.80892023,-79.33405946
1176,Ashton Academy,,PR,,Private,5799 Yonge Street,M2M 4H9,Toronto,43.78530047,-79.41628457
1177,Baitul Mukarram Academy - Boys Section,,PR,,Private,3334 Danforth Avenue,M1L 1C6,Toronto,43.69373881,-79.27814103
1178,Bayview Glen,,PR,,Private,85 Moatfield Dr,M3B 3L6,Toronto,43.75904116,-79.35183691
1179,Beacon of Light Private Elementary Schoo,,PR,,Private,2191 Gerrard Street East,M4E 2C6,Toronto,43.68356898,-79.30083127
1180,"Behaviour Innovations, Children's Colleg",,PR,,Private,618 The Queensway,M8Y 1K3,Toronto,43.62819054,-79.49548541
1181,Bethune Memorial School,,PR,,Private,3000 Lawrence Avenue East,M1P 2V2,Toronto,43.75531448,-79.24960344
1182,Birmingham Int'l Collegiate of Can,,PR,,Private,90 Eglinton Avenue West,M4R 2E4,Toronto,43.70645117,-79.40117233
1183,Blyth Academy - Lawrence Park,,PR,,Private,2660 Yonge Street,M4P 2J5,Toronto,43.71602168,-79.40059538
1184,Blyth Academy Downsview Park,,PR,,Private,75 Carl Hall Road,M3K 2B9,Toronto,43.74761375,-79.47509741
1185,Blyth Academy Global High School,,PR,,Private,160 Avenue Road,M5R 2H8,Toronto,43.67521651,-79.39705084
1186,Blyth Academy Yorkville,,PR,,Private,85 St. Nicholas Street,M4Y 1W8,Toronto,43.66828311,-79.38671958
1187,Bnos Chaya,,PR,,Private,4116 Bathurst Street,M5M 4K2,Toronto,43.74641567,-79.43658692
1188,CANNY,,PR,,Private,250 Consumers Road,M2J 4V6,Toronto,43.77182579,-79.3308604
1189,CLI,,PR,,Private,2300 Sheppard Avenue West,M9M 3A4,Toronto,43.73518241,-79.53292214
1190,Camp Kandalore,,PR,,Private,544 Eglinton Avenue E,M4P 1N9,Toronto,43.71054324,-79.38080037
1191,Camp Oochigeas,,PR,,Private,464 Bathurst Street,M5T 2S6,Toronto,43.65561382,-79.40774342
1192,Canada Imperial Elite Academy,,PR,,Private,716 Gordon Baker Road,M2H 3B4,Toronto,43.81095454,-79.34213862
1193,Canada International College,,PR,,Private,2347 Kennedy Rd,M1T 3T8,Toronto,43.78405652,-79.28828924
1194,Canada Online Academy,,PR,,Private,3550 Victoria Park Avenue,M2H 2N5,Toronto,43.80589566,-79.33743367
1195,Canadian Advanced Senior High,,PR,,Private,217 Alfred Avenue,M2M 3J7,Toronto,43.76819805,-79.39551992
1196,CareerQuest - Toronto,,PR,,Private,129 Yorkville Avenue,M5R 1C4,Toronto,43.67049777,-79.3935227
1197,Central Montessori Schools,,PR,,Private,157 Willowdale Ave,M2N 4Y3,Toronto,43.76665874,-79.40041986
1198,Cestar High School,,PR,,Private,271 Yorkland Boulevard,M2J 1S5,Toronto,43.77373746,-79.33553075
1199,Children's Garden Junior School,,PR,,Private,670 Eglinton Ave E,M4G 2K4,Toronto,43.71235186,-79.37267077
1200,Children's Urban Enrichment Studio,,PR,,Private,2986 Lakeshore Boulevard West,M8V 1J9,Toronto,43.6005674,-79.50732168
1201,City Academy,,PR,,Private,1910 Yonge St,M4S 3B2,Toronto,43.69846571,-79.39699386
1202,"Claremont School, The",,PR,,Private,310 DANFORTH AVE,M4K 1N6,TORONTO,43.67755914,-79.35372904
1203,Community Life Christian School,,PR,,Private,140 Dawes Road,M4C 5C2,Toronto,43.69378703,-79.29763042
1204,Cornell International Academy,,PR,,Private,250 Sheppard Avenue East,M2N 6M9,Toronto,43.76429426,-79.40019159
1205,Cornerstone Montessori Prep School - Don,,PR,,Private,33 Mallard Road,M3B 1S4,Toronto,43.74728752,-79.34958398
1206,"Dalton School, The",,PR,,Private,1585 Yonge Street,M4T 1Z9,Toronto,43.69051815,-79.39422719
1207,Deutsche Schule Toronto,,PR,,Private,980 Dufferin Street,M6H 4B4,Toronto,43.65869955,-79.43514669
1208,Discovering Minds Montessori Preschool I,,PR,,Private,74 Bathurst Street,M5V 2P5,Toronto,43.64300806,-79.40271428
1209,Don Valley Academy,,PR,,Private,4576 Yonge St,M2N 6N4,Toronto,43.75611766,-79.41009913
1210,Duke Academy,,PR,,Private,4576 Yonge Street,M2N 6N4,Toronto,43.75611766,-79.41009913
1211,ETON Academy,,PR,,Private,222 Sheppard Avenue East,M2N 3A9,Toronto,43.76403023,-79.40081533
1212,Early Years Education System,,PR,,Private,3000 Victoria Park Avenue,M2J 4Y2,Toronto,43.79232678,-79.33205099
1213,Eastern Canada High School,,PR,,Private,235 Dixon Road,M9P 2W5,Toronto,43.69668765,-79.54391566
1214,EduTravel Summer School,,PR,,Private,272 Avenue Road,M4V 2G7,Toronto,43.67848199,-79.39845507
1215,Elite Academic School,,PR,,Private,201 Consumers Road,M2J 4G8,Toronto,43.77210998,-79.3322521
1216,Elite Academy,,PR,,Private,100 Tempo Avenue,M2H 2N8,Toronto,43.80624497,-79.34079698
1217,Erudite School,,PR,,Private,2323 Bloor Street West,M6S 4W1,Toronto,43.65001671,-79.47999212
1218,Forest Hill Academy,,PR,,Private,439 Spadina Road,M5P 3M6,Toronto,43.68925498,-79.41259354
1219,Freedom High School,,PR,,Private,2 St. Clair Avenue West,M4V 1L5,Toronto,43.68828029,-79.39452119
1220,FutureSkills High School,,PR,,Private,5635 Yonge St,M2M 3S9,Toronto,43.78045689,-79.41544129
1221,Global Village Toronto International Aca,,PR,,Private,180 Bloor Street West,M5S 2V6,Toronto,43.66880761,-79.39496738
1222,Gradale Academy,,PR,,Private,159 Roxborough Drive,M4W 1X7,Toronto,43.68413417,-79.37235301
1223,Great Lyn International Academy,,PR,,Private,4789 Yonge Street,M2J 4R4,Toronto,43.76134607,-79.41016374
1224,Green Path Academy Online,,PR,,Private,5799 Yonge Street,M2M 3V3,Toronto,43.78530047,-79.41628457
1225,Hanson International Academy,,PR,,Private,36 Eglinton Avenue West,M4R 1A1,Toronto,43.706595,-79.39996076
1226,Hedison International Academy,,PR,,Private,5409 Yonge Street,M2N 5R6,Toronto,43.77582088,-79.41423015
1227,High Park Day School,,PR,,Private,291 Jane Street,M6S 3Z3,Toronto,43.65641118,-79.4870221
1228,Hope Academy,,PR,,Private,30 Carrier Drive,M9W 5T7,Toronto,43.73936185,-79.60635202
1229,IQRA Academy,,PR,,Private,2704 DANFORTH AVE,M4C 1L7,TORONTO,43.68912155,-79.29851858
1230,Insight Academy of Canada,,PR,,Private,1039 McNicoll Avenue,M1W 3W6,Toronto,43.80407602,-79.33426885
1231,Iqra Nejasni Islamic School,,PR,,Private,171 McCormack Street,M6N 1X8,Toronto,43.67507366,-79.4791501
1232,Jackman Institute of Child Study,,PR,,Private,45 Walmer Rd,M5R 2X2,Toronto,43.66961307,-79.40587549
1233,Jasper Academy,,PR,,Private,25 Lesmill Road,M3B 2T5,Toronto,43.75716307,-79.35238999
1234,Jonas High School,,PR,,Private,5734 Yonge Street,M2M 4E7,Toronto,43.78276271,-79.41686385
1235,"Junior Academy, The",,PR,,Private,2454 Bayview Avenue,M2L 1A6,Toronto,43.74152598,-79.3834684
1236,Keystone International Schools,,PR,,Private,23 Toronto Street,M5C 2R1,Toronto,43.65059955,-79.37606258
1237,Kingsley Primary School,,PR,,Private,3962 Bloor Street West,M9B 1M3,Toronto,43.63938969,-79.54894739
1238,Kisomo Learning Centre,,PR,,Private,15 Bethridge Road,M9W 1M6,Toronto,43.70744215,-79.56813029
1239,Laureate International College,,PR,,Private,240 Duncan Mill Road,M3B 3S6,Toronto,43.76222852,-79.35145637
1240,Liberty Prep School,,PR,,Private,162 Parliament Street,M5A 2Z1,Toronto,43.6550287,-79.36474415
1241,MAC Al-Furqan School,,PR,,Private,60 Town Centre Court,M1P 0B1,Toronto,43.77339993,-79.2558617
1242,Madinah Islamic School,,PR,,Private,1015 Danforth Avenue,M4J 1M1,Toronto,43.68041722,-79.33607438
1243,Manor Montessori School,,PR,,Private,909 Mount Pleasant Rd,M4P 2Z6,Toronto,43.71161273,-79.39116567
1244,Maple Leaf Collegiate,,PR,,Private,4002 Sheppard Avenue East,M1S 1S6,Toronto,43.78369928,-79.28790883
1245,Markham International College,,PR,,Private,3195 Sheppard Avenue East,M1T 3K1,Toronto,43.77752821,-79.3123783
1246,Matrix Academy,,PR,,Private,4995 Keele Street,M3J 3A4,Toronto,43.77964002,-79.49401745
1247,McDonald International Academy-North Yo,,PR,,Private,5 Park Home Ave,M2N 6L4,Toronto,43.76854886,-79.41476498
1248,Metropolitan Bible Baptist Christian Aca,,PR,,Private,53 Madawaska Avenue,M2M 2R2,Toronto,43.79439149,-79.41496064
1249,Montessori Village & Education Centre,,PR,,Private,297 Old Kingston Rd,M1C 1B4,Toronto,43.78279653,-79.17083316
1250,New Oriental International College,,PR,,Private,3660 Midland Ave,M1V 0B8,Toronto,43.81353482,-79.29263883
1251,Newton International College,,PR,,Private,17 Toronto Street,M5C 2E3,Toronto,43.65047387,-79.37602014
1252,Newton International College,,PR,,Private,17 Toronto Street,M5C 2R1,Toronto,43.65047387,-79.37602014
1253,Oakwood Village Montessori School,,PR,,Private,473 Oakwood Avenue,M6E 2W4,Toronto,43.69106252,-79.43984455
1254,One Direction Academy,,PR,,Private,885 Don Mills Road,M3C 1V9,Toronto,43.72501116,-79.33928147
1255,Ontario Academy of Technology (OAT),,PR,,Private,55 Eglinton Avenue East,M4P 1G8,Toronto,43.7069155,-79.39608106
1256,Ontario Online Academy,,PR,,Private,3250 Bloor Street West,M8X 2X9,Toronto,43.64565598,-79.52116176
1257,Ontario Online Secondary School,,PR,,Private,2 St. Clair Avenue West,M4V 1L5,Toronto,43.68828029,-79.39452119
1258,Ontario Virtual School,,PR,,Private,5576 Yonge Street,M2N 5S0,Toronto,43.77900547,-79.41592609
1259,Outward Bound Canada,,PR,,Private,550 Bayview Ave,M4W 3X8,Toronto,43.68378335,-79.36562797
1260,Oxford College of Canada,,PR,,Private,5231 Yonge ST,M2N 5P8,TORONTO,43.77167867,-79.41301582
1261,Parkside Academy,,PR,,Private,1071 Midland Ave,M1K 4G7,Toronto,43.74218739,-79.26089295
1262,Petre College,,PR,,Private,3359 YONGE ST,M4N 2M6,TORONTO,43.73163428,-79.40351694
1263,Polaris Learning Centre,,PR,,Private,1560 BAYVIEW AVE,M4G 3B8,TORONTO,43.70523668,-79.37534054
1264,Princeton Academy of Canada,,PR,,Private,156 Willowdale Ave.,M2N 4Y6,Toronto,43.76650257,-79.40104233
1265,Queen's Collegiate,,PR,,Private,5535 Eglinton Avenue West,M9C 5K5,Toronto,43.6512058,-79.6023652
1266,Queen's Elite Academy of Canada,,PR,,Private,3650 Victoria Park Avenue,M2H 3B2,Toronto,43.80795966,-79.33883257
1267,Richmond Academy,,PR,,Private,4 Lansing Square,M2J 4P8,Toronto,43.77409117,-79.32521964
1268,Ronald McDonald House Charities Toronto,,PR,,Private,240 McCaul St,M5T 1W5,Toronto,43.65818025,-79.39341642
1269,SIMRA Academy Private School,,PR,,Private,2929 Lawrence Avenue East,M1P 2S8,Toronto,43.75375691,-79.25184614
1270,Seerah Mission School,,PR,,Private,43 Railside Road,M3A 1B2,Toronto,43.7384742,-79.32058777
1271,Shoore Academics,,PR,,Private,801 Eglinton Ave W,M5N 1E3,Toronto,43.70103048,-79.42449301
1272,Socrates,,PR,,Private,1 Danforth Avenue,M4K 1M8,Toronto,43.67491945,-79.3600608
1273,St George Academy,,PR,,Private,77 Finch Avenue West,M2N 2H5,Toronto,43.77807833,-79.42211986
1274,St. Clement's Early Learning,,PR,,Private,70 St. Clements Avenue,M4R 1H2,Toronto,43.71261087,-79.40179378
1275,SuOn International Academy,,PR,,Private,35 Heavitree Drive,M3L 1K5,Toronto,43.72515481,-79.51531445
1276,TAIE International Institute,,PR,,Private,399 Church St,M5B 2J6,Toronto,43.66179349,-79.37893655
1277,TBMS-Canada's International School,,PR,,Private,380 Goldhawk Trail,M1V 4E7,Toronto,43.8266729,-79.28015374
1278,TFS,,PR,,Private,5635 Yonge Street,M2M 3S9,Toronto,43.78045689,-79.41544129
1279,Taddle Creek Montessori School,,PR,,Private,39 SPADINA RD,M5R 2S9,TORONTO,43.668538,-79.40427145
1280,Tamarack West Outdoor School,,PR,,Private,2264 Bloor Street West,M6S 1N9,Toronto,43.65102968,-79.47813526
1281,The Orchard Montessori School Ltd. (Elem,,PR,,Private,375 Dovercourt Road,M6J 3E5,Toronto,43.65234042,-79.42519758
1282,The Study Academy,,PR,,Private,2040 Yonge Street,M4S 1Z9,Toronto,43.70133055,-79.39754571
1283,Three Fishes Christian Elementary School,,PR,,Private,801 Progress Ave,M1H 2X4,Toronto,43.77973044,-79.24313306
1284,Tiemuer Private School,,PR,,Private,201 Consumers Road,M2J 4G8,Toronto,43.77210998,-79.3322521
1285,Tiferes Bais Yaakov High School,,PR,,Private,85 Stormont Avenue,M5N 2C3,Toronto,43.71841775,-79.42873113
1286,Torah High - Toronto,,PR,,Private,4588 Bathurst Street,M2R 3V2,Toronto,43.76283184,-79.44166888
1287,Toronto Berkshire Academy,,PR,,Private,3550 Victoria Park Avenue,M2H 2N5,Toronto,43.80589566,-79.33743367
1288,Toronto Central Academy,,PR,,Private,200 Sheppard Avenue East,M2N 3A9,Toronto,43.76387147,-79.40166549
1289,Toronto Eschool,,PR,,Private,2250A Bloor Street West,M6S 1N6,Toronto,43.65111824,-79.47735402
1290,Toronto High School,,PR,,Private,5635 Yonge Street,M2M 3S9,Toronto,43.78045689,-79.41544129
1291,Toronto International College,,PR,,Private,3550 Victoria Park Avenue,M2H 2N5,Toronto,43.80589566,-79.33743367
1292,Toronto Preparatory Academy,,PR,,Private,5460 Yonge Street East,M2N 6K7,Toronto,43.776939,-79.414839
1293,Toronto West Academy,,PR,,Private,212 Eglinton Avenue East,M4P 1K2,Toronto,43.70837798,-79.39210094
1294,Toronto Zoo,,PR,,Private,361 OLD FINCH AVE,M1B 5K7,TORONTO,43.82472713,-79.18990142
1295,UMC North York Centre,,PR,,Private,5075 Yonge Street,M2N 7H3,Toronto,43.76778169,-79.4121531
1296,UT Preparatory Academy,,PR,,Private,205 Sparks Avenue,M2H 2S5,Toronto,43.80767381,-79.34096804
1297,Uchenna Academy,,PR,,Private,1205 St. Clair Avenue West,M6E 1B5,Toronto,43.67738451,-79.44443683
1298,University Learning Academy,,PR,,Private,24 Drewry Avenue,M2M 1C8,Toronto,43.78704474,-79.41858737
1299,Upper York Secondary School,,PR,,Private,2 Champagne Drive,M3J 0K2,Toronto,43.76642706,-79.47234025
1300,Vert Casa Montessori Academy,,PR,,Private,2723 St. Clair Avenue E,M4B 1M8,Toronto,43.70575214,-79.31008254
1301,Wales College Secondary School,,PR,,Private,56 Redlea Ave,M1V 4S3,Toronto,43.82310101,-79.3054196
1302,Westminster Classical Christian Academy,,PR,,Private,9 Hewitt Avenue,M6R 1Y4,Toronto,43.65223678,-79.45184965
1303,Westside Montessori School,,PR,,Private,95 Bellevue Avenue,M5T 2N8,Toronto,43.65645832,-79.40384267
1304,William Academy Scarborough,,PR,,Private,3761 Victoria Park Avenue,M1W 3S3,Toronto,43.80805102,-79.33657702
1305,Wychwood School,,PR,,Private,611 St. Clair Avenue West,M6C 1A3,Toronto,43.68186664,-79.42285099
1306,Xyna International High School Toronto,,PR,,Private,2687 Kipling Avenue,M9V 5G6,Toronto,43.7506058,-79.58382983
1307,"YMCA Academy, The",,PR,,Private,15 Breadalbane Street,M4Y 1C2,Toronto,43.66363153,-79.38484478
1308,Yeshiva Gedolah of Toronto,,PR,,Private,567 Lawrence Ave W,M6A 1A4,Toronto,43.71766933,-79.43562693
1309,Yeshivas Nefesh Dovid,,PR,,Private,70 Fairholme Ave,M6B 2W8,Toronto,43.7173878,-79.43548021
1310,Yorkland High School,,PR,,Private,3840 Finch Ave East,M1T 3T4,Toronto,43.8006237,-79.30134517
1311,Z3 Education Centre,,PR,,Private,1200 Markham Road,M1H 2Y9,Toronto,43.77661846,-79.23212076
1312,Balanced Education Network B.E.N. School,,PR,,Private,394 HARVIE AVE,M6E 4L8,YORK,43.68754389,-79.45469235
1313,RYERSON UNIVERSITY,,U,,University,60 Gould St,,former Toronto,43.65829803,-79.37813288
1314,UNIVERSITY OF TORONTO - SCARBOROUGH CAMPUS,,U,,University,1265 Military Trl,M1C 1A4,Scarborough,43.78389547,-79.18629266
1315,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS,,U,,University,215 Huron St,M5S 1A2,former Toronto,43.65922423,-79.39823817
1316,UNIVERSITY OF TORONTO - WOODSWORTH COLLEGE,,U,,University,119 St George St,M5S 1A9,former Toronto,43.66672149,-79.39880132
1317,OCAD UNIVERSITY - ABOVEGRD ART SUPPLIES,,U,,University,74 Mc Caul St,M5T 3K2,former Toronto,43.65247196,-79.39091619
1318,OCAD UNIVERSITY - ROSALIE SHARP PAVILION,,U,,University,115 McCaul St,,former Toronto,43.65402233,-79.39115525
1319,OCAD UNIVERSITY - STUDENT CENTRE,,U,,University,51 McCaul St,M5T 2W7,former Toronto,43.65186619,-79.39015277
1320,OCAD UNIVERSITY - THE LEARNING ZONE,,U,,University,122 St Patrick St,M5T 2X8,former Toronto,43.65347235,-79.39014331
1321,ONTARIO COLLEGE OF EDUCATION,,U,,University,252 Bloor St W,M5S 1V6,former Toronto,43.66844431,-79.39867546
1322,ONTARIO COLLEGE OF PHARMACY,,U,,University,483 Huron St,M5R 2R4,former Toronto,43.66880474,-79.40170935
1323,OCAD UNIVERSITY - ANNEX BUILDING,,U,,University,113 Mc Caul St,,former Toronto,43.65391775,-79.3910772
1324,OCAD UNIVERSITY - MAIN BUILDING,,U,,University,100 Mc Caul St,M5T 1W1,former Toronto,43.65301195,-79.39120822
1325,YORK UNIVERSITY - GLENDON CAMPUS,,U,,University,2275 Bayview Ave,M4N 3M6,North York,43.72717656,-79.37806354
